TIME_ID,MONTH_ID,QTR_ID,YEAR_ID,MONTH_NAME,MONTH_DESC,QTR_NAME,QTR_DESC
VARCHAR,INTEGER,INTEGER,INTEGER,VARCHAR,VARCHAR,VARCHAR,VARCHAR
2003-01-06,1,1,2003,Jan,January,QTR1,Quarter 1
2003-01-09,1,1,2003,Jan,January,QTR1,Quarter 1
2003-01-10,1,1,2003,Jan,January,QTR1,Quarter 1
2003-01-29,1,1,2003,Jan,January,QTR1,Quarter 1
2003-01-31,1,1,2003,Jan,January,QTR1,Quarter 1
2003-02-11,2,1,2003,Feb,February,QTR1,Quarter 1
2003-02-17,2,1,2003,Feb,February,QTR1,Quarter 1
2003-02-24,2,1,2003,Feb,February,QTR1,Quarter 1
2003-03-03,3,1,2003,Mar,March,QTR1,Quarter 1
2003-03-10,3,1,2003,Mar,March,QTR1,Quarter 1
2003-03-18,3,1,2003,Mar,March,QTR1,Quarter 1
2003-03-24,3,1,2003,Mar,March,QTR1,Quarter 1
2003-03-25,3,1,2003,Mar,March,QTR1,Quarter 1
2003-03-26,3,1,2003,Mar,March,QTR1,Quarter 1
2003-04-01,4,2,2003,Apr,April,QTR2,Quarter 2
2003-04-04,4,2,2003,Apr,April,QTR2,Quarter 2
2003-04-11,4,2,2003,Apr,April,QTR2,Quarter 2
2003-04-16,4,2,2003,Apr,April,QTR2,Quarter 2
2003-04-21,4,2,2003,Apr,April,QTR2,Quarter 2
2003-04-28,4,2,2003,Apr,April,QTR2,Quarter 2
2003-04-29,4,2,2003,Apr,April,QTR2,Quarter 2
2003-05-07,5,2,2003,May,May,QTR2,Quarter 2
2003-05-08,5,2,2003,May,May,QTR2,Quarter 2
2003-05-20,5,2,2003,May,May,QTR2,Quarter 2
2003-05-21,5,2,2003,May,May,QTR2,Quarter 2
2003-05-28,5,2,2003,May,May,QTR2,Quarter 2
2003-06-03,6,2,2003,Jun,June,QTR2,Quarter 2
2003-06-06,6,2,2003,Jun,June,QTR2,Quarter 2
2003-06-12,6,2,2003,Jun,June,QTR2,Quarter 2
2003-06-16,6,2,2003,Jun,June,QTR2,Quarter 2
2003-06-25,6,2,2003,Jun,June,QTR2,Quarter 2
2003-06-27,6,2,2003,Jun,June,QTR2,Quarter 2
2003-07-01,7,3,2003,Jul,July,QTR3,Quarter 3
2003-07-02,7,3,2003,Jul,July,QTR3,Quarter 3
2003-07-04,7,3,2003,Jul,July,QTR3,Quarter 3
2003-07-07,7,3,2003,Jul,July,QTR3,Quarter 3
2003-07-10,7,3,2003,Jul,July,QTR3,Quarter 3
2003-07-16,7,3,2003,Jul,July,QTR3,Quarter 3
2003-07-24,7,3,2003,Jul,July,QTR3,Quarter 3
2003-08-01,8,3,2003,Aug,August,QTR3,Quarter 3
2003-08-08,8,3,2003,Aug,August,QTR3,Quarter 3
2003-08-10,8,3,2003,Aug,August,QTR3,Quarter 3
2003-08-13,8,3,2003,Aug,August,QTR3,Quarter 3
2003-08-25,8,3,2003,Aug,August,QTR3,Quarter 3
2003-09-03,9,3,2003,Sep,September,QTR3,Quarter 3
2003-09-05,9,3,2003,Sep,September,QTR3,Quarter 3
2003-09-11,9,3,2003,Sep,September,QTR3,Quarter 3
2003-09-12,9,3,2003,Sep,September,QTR3,Quarter 3
2003-09-19,9,3,2003,Sep,September,QTR3,Quarter 3
2003-09-21,9,3,2003,Sep,September,QTR3,Quarter 3
2003-09-25,9,3,2003,Sep,September,QTR3,Quarter 3
2003-09-28,9,3,2003,Sep,September,QTR3,Quarter 3
2003-10-02,10,4,2003,Oct,October,QTR4,Quarter 4
2003-10-04,10,4,2003,Oct,October,QTR4,Quarter 4
2003-10-05,10,4,2003,Oct,October,QTR4,Quarter 4
2003-10-06,10,4,2003,Oct,October,QTR4,Quarter 4
2003-10-08,10,4,2003,Oct,October,QTR4,Quarter 4
2003-10-09,10,4,2003,Oct,October,QTR4,Quarter 4
2003-10-10,10,4,2003,Oct,October,QTR4,Quarter 4
2003-10-11,10,4,2003,Oct,October,QTR4,Quarter 4
2003-10-17,10,4,2003,Oct,October,QTR4,Quarter 4
2003-10-18,10,4,2003,Oct,October,QTR4,Quarter 4
2003-10-20,10,4,2003,Oct,October,QTR4,Quarter 4
2003-10-21,10,4,2003,Oct,October,QTR4,Quarter 4
2003-10-22,10,4,2003,Oct,October,QTR4,Quarter 4
2003-10-23,10,4,2003,Oct,October,QTR4,Quarter 4
2003-10-28,10,4,2003,Oct,October,QTR4,Quarter 4
2003-11-04,11,4,2003,Nov,November,QTR4,Quarter 4
2003-11-05,11,4,2003,Nov,November,QTR4,Quarter 4
2003-11-06,11,4,2003,Nov,November,QTR4,Quarter 4
2003-11-07,11,4,2003,Nov,November,QTR4,Quarter 4
2003-11-08,11,4,2003,Nov,November,QTR4,Quarter 4
2003-11-11,11,4,2003,Nov,November,QTR4,Quarter 4
2003-11-12,11,4,2003,Nov,November,QTR4,Quarter 4
2003-11-13,11,4,2003,Nov,November,QTR4,Quarter 4
2003-11-14,11,4,2003,Nov,November,QTR4,Quarter 4
2003-11-15,11,4,2003,Nov,November,QTR4,Quarter 4
2003-11-18,11,4,2003,Nov,November,QTR4,Quarter 4
2003-11-19,11,4,2003,Nov,November,QTR4,Quarter 4
2003-11-20,11,4,2003,Nov,November,QTR4,Quarter 4
2003-11-21,11,4,2003,Nov,November,QTR4,Quarter 4
2003-11-25,11,4,2003,Nov,November,QTR4,Quarter 4
2003-11-26,11,4,2003,Nov,November,QTR4,Quarter 4
2003-11-27,11,4,2003,Nov,November,QTR4,Quarter 4
2003-12-01,12,4,2003,Dec,December,QTR4,Quarter 4
2003-12-02,12,4,2003,Dec,December,QTR4,Quarter 4
2003-12-03,12,4,2003,Dec,December,QTR4,Quarter 4
2003-12-05,12,4,2003,Dec,December,QTR4,Quarter 4
2003-12-09,12,4,2003,Dec,December,QTR4,Quarter 4
2004-01-02,1,1,2004,Jan,January,QTR1,Quarter 1
2004-01-09,1,1,2004,Jan,January,QTR1,Quarter 1
2004-01-12,1,1,2004,Jan,January,QTR1,Quarter 1
2004-01-15,1,1,2004,Jan,January,QTR1,Quarter 1
2004-01-16,1,1,2004,Jan,January,QTR1,Quarter 1
2004-01-22,1,1,2004,Jan,January,QTR1,Quarter 1
2004-01-26,1,1,2004,Jan,January,QTR1,Quarter 1
2004-01-29,1,1,2004,Jan,January,QTR1,Quarter 1
2004-02-02,2,1,2004,Feb,February,QTR1,Quarter 1
2004-02-04,2,1,2004,Feb,February,QTR1,Quarter 1
2004-02-09,2,1,2004,Feb,February,QTR1,Quarter 1
2004-02-10,2,1,2004,Feb,February,QTR1,Quarter 1
2004-02-12,2,1,2004,Feb,February,QTR1,Quarter 1
2004-02-18,2,1,2004,Feb,February,QTR1,Quarter 1
2004-02-19,2,1,2004,Feb,February,QTR1,Quarter 1
2004-02-20,2,1,2004,Feb,February,QTR1,Quarter 1
2004-02-21,2,1,2004,Feb,February,QTR1,Quarter 1
2004-02-22,2,1,2004,Feb,February,QTR1,Quarter 1
2004-02-26,2,1,2004,Feb,February,QTR1,Quarter 1
2004-03-02,3,1,2004,Mar,March,QTR1,Quarter 1
2004-03-10,3,1,2004,Mar,March,QTR1,Quarter 1
2004-03-11,3,1,2004,Mar,March,QTR1,Quarter 1
2004-03-15,3,1,2004,Mar,March,QTR1,Quarter 1
2004-03-19,3,1,2004,Mar,March,QTR1,Quarter 1
2004-03-20,3,1,2004,Mar,March,QTR1,Quarter 1
2004-03-29,3,1,2004,Mar,March,QTR1,Quarter 1
2004-03-30,3,1,2004,Mar,March,QTR1,Quarter 1
2004-04-02,4,2,2004,Apr,April,QTR2,Quarter 2
2004-04-03,4,2,2004,Apr,April,QTR2,Quarter 2
2004-04-05,4,2,2004,Apr,April,QTR2,Quarter 2
2004-04-09,4,2,2004,Apr,April,QTR2,Quarter 2
2004-04-12,4,2,2004,Apr,April,QTR2,Quarter 2
2004-04-13,4,2,2004,Apr,April,QTR2,Quarter 2
2004-04-20,4,2,2004,Apr,April,QTR2,Quarter 2
2004-04-26,4,2,2004,Apr,April,QTR2,Quarter 2
2004-04-29,4,2,2004,Apr,April,QTR2,Quarter 2
2004-05-04,5,2,2004,May,May,QTR2,Quarter 2
2004-05-05,5,2,2004,May,May,QTR2,Quarter 2
2004-05-07,5,2,2004,May,May,QTR2,Quarter 2
2004-05-08,5,2,2004,May,May,QTR2,Quarter 2
2004-05-11,5,2,2004,May,May,QTR2,Quarter 2
2004-05-18,5,2,2004,May,May,QTR2,Quarter 2
2004-05-26,5,2,2004,May,May,QTR2,Quarter 2
2004-06-01,6,2,2004,Jun,June,QTR2,Quarter 2
2004-06-03,6,2,2004,Jun,June,QTR2,Quarter 2
2004-06-04,6,2,2004,Jun,June,QTR2,Quarter 2
2004-06-08,6,2,2004,Jun,June,QTR2,Quarter 2
2004-06-14,6,2,2004,Jun,June,QTR2,Quarter 2
2004-06-15,6,2,2004,Jun,June,QTR2,Quarter 2
2004-06-16,6,2,2004,Jun,June,QTR2,Quarter 2
2004-06-17,6,2,2004,Jun,June,QTR2,Quarter 2
2004-06-24,6,2,2004,Jun,June,QTR2,Quarter 2
2004-06-28,6,2,2004,Jun,June,QTR2,Quarter 2
2004-06-30,6,2,2004,Jun,June,QTR2,Quarter 2
2004-07-02,7,3,2004,Jul,July,QTR3,Quarter 3
2004-07-06,7,3,2004,Jul,July,QTR3,Quarter 3
2004-07-07,7,3,2004,Jul,July,QTR3,Quarter 3
2004-07-12,7,3,2004,Jul,July,QTR3,Quarter 3
2004-07-16,7,3,2004,Jul,July,QTR3,Quarter 3
2004-07-19,7,3,2004,Jul,July,QTR3,Quarter 3
2004-07-20,7,3,2004,Jul,July,QTR3,Quarter 3
2004-07-21,7,3,2004,Jul,July,QTR3,Quarter 3
2004-07-23,7,3,2004,Jul,July,QTR3,Quarter 3
2004-08-02,8,3,2004,Aug,August,QTR3,Quarter 3
2004-08-04,8,3,2004,Aug,August,QTR3,Quarter 3
2004-08-06,8,3,2004,Aug,August,QTR3,Quarter 3
2004-08-09,8,3,2004,Aug,August,QTR3,Quarter 3
2004-08-17,8,3,2004,Aug,August,QTR3,Quarter 3
2004-08-19,8,3,2004,Aug,August,QTR3,Quarter 3
2004-08-20,8,3,2004,Aug,August,QTR3,Quarter 3
2004-08-21,8,3,2004,Aug,August,QTR3,Quarter 3
2004-08-27,8,3,2004,Aug,August,QTR3,Quarter 3
2004-08-28,8,3,2004,Aug,August,QTR3,Quarter 3
2004-08-30,8,3,2004,Aug,August,QTR3,Quarter 3
2004-09-01,9,3,2004,Sep,September,QTR3,Quarter 3
2004-09-03,9,3,2004,Sep,September,QTR3,Quarter 3
2004-09-07,9,3,2004,Sep,September,QTR3,Quarter 3
2004-09-08,9,3,2004,Sep,September,QTR3,Quarter 3
2004-09-09,9,3,2004,Sep,September,QTR3,Quarter 3
2004-09-10,9,3,2004,Sep,September,QTR3,Quarter 3
2004-09-15,9,3,2004,Sep,September,QTR3,Quarter 3
2004-09-16,9,3,2004,Sep,September,QTR3,Quarter 3
2004-09-27,9,3,2004,Sep,September,QTR3,Quarter 3
2004-09-30,9,3,2004,Sep,September,QTR3,Quarter 3
2004-10-06,10,4,2004,Oct,October,QTR4,Quarter 4
2004-10-11,10,4,2004,Oct,October,QTR4,Quarter 4
2004-10-13,10,4,2004,Oct,October,QTR4,Quarter 4
2004-10-14,10,4,2004,Oct,October,QTR4,Quarter 4
2004-10-15,10,4,2004,Oct,October,QTR4,Quarter 4
2004-10-16,10,4,2004,Oct,October,QTR4,Quarter 4
2004-10-21,10,4,2004,Oct,October,QTR4,Quarter 4
2004-10-22,10,4,2004,Oct,October,QTR4,Quarter 4
2004-10-29,10,4,2004,Oct,October,QTR4,Quarter 4
2004-11-01,11,4,2004,Nov,November,QTR4,Quarter 4
2004-11-02,11,4,2004,Nov,November,QTR4,Quarter 4
2004-11-03,11,4,2004,Nov,November,QTR4,Quarter 4
2004-11-04,11,4,2004,Nov,November,QTR4,Quarter 4
2004-11-05,11,4,2004,Nov,November,QTR4,Quarter 4
2004-11-09,11,4,2004,Nov,November,QTR4,Quarter 4
2004-11-10,11,4,2004,Nov,November,QTR4,Quarter 4
2004-11-12,11,4,2004,Nov,November,QTR4,Quarter 4
2004-11-15,11,4,2004,Nov,November,QTR4,Quarter 4
2004-11-16,11,4,2004,Nov,November,QTR4,Quarter 4
2004-11-17,11,4,2004,Nov,November,QTR4,Quarter 4
2004-11-18,11,4,2004,Nov,November,QTR4,Quarter 4
2004-11-19,11,4,2004,Nov,November,QTR4,Quarter 4
2004-11-20,11,4,2004,Nov,November,QTR4,Quarter 4
2004-11-21,11,4,2004,Nov,November,QTR4,Quarter 4
2004-11-22,11,4,2004,Nov,November,QTR4,Quarter 4
2004-11-23,11,4,2004,Nov,November,QTR4,Quarter 4
2004-11-24,11,4,2004,Nov,November,QTR4,Quarter 4
2004-11-25,11,4,2004,Nov,November,QTR4,Quarter 4
2004-11-29,11,4,2004,Nov,November,QTR4,Quarter 4
2004-12-01,12,4,2004,Dec,December,QTR4,Quarter 4
2004-12-02,12,4,2004,Dec,December,QTR4,Quarter 4
2004-12-03,12,4,2004,Dec,December,QTR4,Quarter 4
2004-12-04,12,4,2004,Dec,December,QTR4,Quarter 4
2004-12-07,12,4,2004,Dec,December,QTR4,Quarter 4
2004-12-09,12,4,2004,Dec,December,QTR4,Quarter 4
2004-12-10,12,4,2004,Dec,December,QTR4,Quarter 4
2004-12-15,12,4,2004,Dec,December,QTR4,Quarter 4
2004-12-16,12,4,2004,Dec,December,QTR4,Quarter 4
2004-12-17,12,4,2004,Dec,December,QTR4,Quarter 4
2005-01-05,1,1,2005,Jan,January,QTR1,Quarter 1
2005-01-06,1,1,2005,Jan,January,QTR1,Quarter 1
2005-01-07,1,1,2005,Jan,January,QTR1,Quarter 1
2005-01-10,1,1,2005,Jan,January,QTR1,Quarter 1
2005-01-12,1,1,2005,Jan,January,QTR1,Quarter 1
2005-01-19,1,1,2005,Jan,January,QTR1,Quarter 1
2005-01-20,1,1,2005,Jan,January,QTR1,Quarter 1
2005-01-23,1,1,2005,Jan,January,QTR1,Quarter 1
2005-01-26,1,1,2005,Jan,January,QTR1,Quarter 1
2005-01-31,1,1,2005,Jan,January,QTR1,Quarter 1
2005-02-02,2,1,2005,Feb,February,QTR1,Quarter 1
2005-02-03,2,1,2005,Feb,February,QTR1,Quarter 1
2005-02-08,2,1,2005,Feb,February,QTR1,Quarter 1
2005-02-09,2,1,2005,Feb,February,QTR1,Quarter 1
2005-02-10,2,1,2005,Feb,February,QTR1,Quarter 1
2005-02-16,2,1,2005,Feb,February,QTR1,Quarter 1
2005-02-17,2,1,2005,Feb,February,QTR1,Quarter 1
2005-02-22,2,1,2005,Feb,February,QTR1,Quarter 1
2005-02-23,2,1,2005,Feb,February,QTR1,Quarter 1
2005-02-28,2,1,2005,Feb,February,QTR1,Quarter 1
2005-03-01,3,1,2005,Mar,March,QTR1,Quarter 1
2005-03-02,3,1,2005,Mar,March,QTR1,Quarter 1
2005-03-03,3,1,2005,Mar,March,QTR1,Quarter 1
2005-03-04,3,1,2005,Mar,March,QTR1,Quarter 1
2005-03-09,3,1,2005,Mar,March,QTR1,Quarter 1
2005-03-10,3,1,2005,Mar,March,QTR1,Quarter 1
2005-03-11,3,1,2005,Mar,March,QTR1,Quarter 1
2005-03-15,3,1,2005,Mar,March,QTR1,Quarter 1
2005-03-17,3,1,2005,Mar,March,QTR1,Quarter 1
2005-03-23,3,1,2005,Mar,March,QTR1,Quarter 1
2005-03-28,3,1,2005,Mar,March,QTR1,Quarter 1
2005-03-30,3,1,2005,Mar,March,QTR1,Quarter 1
2005-04-01,4,2,2005,Apr,April,QTR2,Quarter 2
2005-04-03,4,2,2005,Apr,April,QTR2,Quarter 2
2005-04-07,4,2,2005,Apr,April,QTR2,Quarter 2
2005-04-08,4,2,2005,Apr,April,QTR2,Quarter 2
2005-04-14,4,2,2005,Apr,April,QTR2,Quarter 2
2005-04-15,4,2,2005,Apr,April,QTR2,Quarter 2
2005-04-22,4,2,2005,Apr,April,QTR2,Quarter 2
2005-04-23,4,2,2005,Apr,April,QTR2,Quarter 2
2005-04-29,4,2,2005,Apr,April,QTR2,Quarter 2
2005-05-01,5,2,2005,May,May,QTR2,Quarter 2
2005-05-03,5,2,2005,May,May,QTR2,Quarter 2
2005-05-05,5,2,2005,May,May,QTR2,Quarter 2
2005-05-06,5,2,2005,May,May,QTR2,Quarter 2
2005-05-09,5,2,2005,May,May,QTR2,Quarter 2
2005-05-10,5,2,2005,May,May,QTR2,Quarter 2
2005-05-13,5,2,2005,May,May,QTR2,Quarter 2
2005-05-16,5,2,2005,May,May,QTR2,Quarter 2
2005-05-17,5,2,2005,May,May,QTR2,Quarter 2
2005-05-29,5,2,2005,May,May,QTR2,Quarter 2
2005-05-30,5,2,2005,May,May,QTR2,Quarter 2
2005-05-31,5,2,2005,May,May,QTR2,Quarter 2
